index,game_number,day,active_networks,last_day_networks,OML,OMH,OFL,OFH,YML,YMH,YFL,YFH,l1_price,l2_price,l3_price,l4_price,l5_price,l6_price,l7_price
324,176,35,4,2,3,4,3,2,3,2,2,1,0.24207229813985764,0.24182828900098283,0.17594688856527632,0.0803755144032922,3.603151568113679E-5,2.725403771996268E-9,0.0
325,176,36,4,0,1,1,2,1,3,2,2,1,0.23934961842645014,0.22202738291205693,0.21113626627833157,0.0803755144032922,2.0665335346180786E-5,2.085774496936203E-10,0.0
326,176,37,4,0,1,1,2,1,3,2,3,2,0.2533635195339979,0.23630020890642855,0.22184162004116154,0.0803755144032922,1.1852293107771796E-5,6.323301010429387E-10,0.0
327,176,38,4,1,1,1,2,1,4,3,4,3,0.2503635195339979,0.23546649057327895,0.15307229438642492,0.0803755144032922,6.797704927565896E-6,2.077575029933082E-9,0.0
328,176,39,3,2,2,1,3,1,3,2,4,3,0.24736351953399788,0.16613625803894427,0.13189755359031,0.0803755144032922,3.8987216956315055E-6,3.681234037634704E-10,0.0
329,176,40,3,0,2,2,1,0,2,2,3,3,0.21674988878647108,0.16368358710044617,0.135144453153964,0.0803755144032922,2.236053347704015E-6,3.493781174357167E-11,0.0
330,176,41,3,2,3,3,2,1,2,2,3,3,0.20021673794345862,0.16142881777328405,0.14982369099654622,0.0803755144032922,1.2824548567754222E-6,1.5367982552783302E-13,0.0
331,176,42,3,1,3,3,2,1,2,2,2,2,0.15242834273488728,0.09645061728395064,0.01,7.355327462806917E-7,4.9E-324,0.0,0.0
332,176,43,3,1,4,3,3,1,1,1,1,1,0.1595265961845428,0.141092289961981,0.09645061728395064,0.01,3.8700055445558584E-7,1.0E-323,0.0
333,176,44,3,0,3,2,2,1,1,1,1,2,0.15647500415244006,0.14946912648990027,0.09645061728395064,0.01,2.2195836299968438E-7,4.9E-324,0.0
334,176,45,4,0,3,2,3,2,1,1,1,2,0.15380252268353842,0.14365024171888904,0.09645061728395064,0.01,2.470474265613537E-7,1.0E-323,0.0
335,176,46,4,1,3,2,4,3,1,1,2,3,0.14900769346176662,0.09645061728395064,0.08600474830233817,0.01,2.749724324227163E-7,4.9E-324,0.0
336,176,47,4,1,4,2,4,3,1,0,1,2,0.2289873334300456,0.12898752477534187,0.09645061728395064,2.9175537483563677E-7,1.0E-323,0.0,0.0
337,176,48,4,0,4,2,3,3,2,0,1,2,0.18898742910269373,0.15445624500832725,0.09645061728395064,1.5350709046977025E-7,1.5E-323,0.0,0.0
338,176,49,5,2,5,2,3,3,2,0,1,2,0.2,0.18172183705551048,0.13030501092089225,0.09645061728395064,8.07677556506696E-8,4.9E-324,0.0
339,176,50,4,1,4,1,2,2,3,1,1,2,0.14963758469592892,0.14838634163547992,0.09645061728395064,4.632313473710678E-8,4.9E-324,0.0,0.0
340,176,52,4,1,2,0,1,2,3,1,1,2,0.14685258438319496,0.12759594859551776,0.09645061728395064,2.4372917341928727E-8,1.0E-323,0.0,0.0
342,177,0,8,0,2,4,2,1,1,2,3,1,0.30000000000000004,0.2572472505044391,0.2,0.2,0.16470310940896582,0.13624481709786865,0.12682559571084395
343,177,1,8,0,2,5,2,1,1,3,3,1,0.40990959022597906,0.32576126272699757,0.2555548826267158,0.2,0.2,0.2,0.16470310940896582
344,177,2,8,0,3,6,2,1,2,4,3,1,0.4885,0.34475971292731267,0.2541675473237603,0.24,0.21313540502406472,0.2,0.16470310940896582
345,177,3,8,0,4,6,3,1,2,4,3,1,0.5225,0.4097877584872527,0.288,0.25266317172260216,0.24649322726438108,0.2,0.16470310940896582
346,177,4,8,8,4,6,3,1,3,4,4,1,0.6065,0.4454117514253968,0.288,0.28507188226352936,0.2595031141168733,0.197643731290759,0.0
347,177,5,4,1,2,2,1,0,1,1,1,0,0.4454117514253968,0.288,0.2,0.09803622031042772,0.01,0.0,0.0
348,177,6,3,0,1,2,1,1,1,1,1,0,0.2911574302852374,0.288,0.2,0.03371465616475608,0.01,0.0,0.0
349,177,7,4,0,1,2,2,1,1,1,1,0,0.288,0.2847237622437327,0.22852276549671335,0.2,0.017738966341086407,0.01,0.0
350,177,8,5,1,1,3,2,1,1,1,1,0,0.24,0.22078764303148168,0.21108468305813155,0.2,0.01974409040145111,0.01,0.0
351,177,9,4,0,1,4,2,2,0,1,0,0,0.23666990491684725,0.20401051868741996,0.2,0.2,0.021975863659979136,0.01,0.0
352,177,10,4,1,1,4,2,2,1,1,1,0,0.24,0.23494862780530093,0.2,0.1963825919540712,0.024459905408784878,0.01,0.0
353,177,11,4,0,1,3,3,3,1,0,1,0,0.2,0.2,0.14160027728364913,0.10085327433943501,0.027224730816666876,0.01,0.0
354,177,12,4,1,1,4,3,4,1,1,1,1,0.2,0.10456865222469552,0.030302078264528815,0.01,0.0,0.0,0.0
355,177,13,4,1,2,3,3,4,2,1,1,1,0.2,0.16666666666666669,0.07925311528548101,0.030696005281967687,0.01,0.0,0.0
356,177,14,4,2,2,3,2,3,3,2,2,2,0.2,0.16666666666666669,0.05873392571012695,0.03271119802872886,0.01,0.0,0.0
357,177,15,5,1,1,3,2,4,2,2,1,2,0.23717247754891077,0.2,0.16666666666666669,0.0420066361015025,0.034858688179314916,0.0,0.0
358,177,16,4,1,1,3,1,3,3,2,2,2,0.22858623877445539,0.2,0.16666666666666669,0.038798939997663776,0.03125803740021327,0.0,0.0
359,177,17,3,1,1,3,0,3,4,3,2,2,0.2242931193872277,0.2,0.16666666666666669,0.0413460904085104,0.021563521376650963,0.0,0.0
360,177,18,4,1,0,3,0,4,3,3,2,3,0.2212931193872277,0.2,0.16666666666666669,0.08157509730167656,0.04846650736821203,0.01420692726560037,0.0
361,177,19,4,1,0,2,0,3,2,2,1,3,0.2182931193872277,0.2,0.16666666666666669,0.11654506413822739,0.05394491902857788,0.009467810260401464,0.0
362,177,20,3,0,0,1,0,2,2,3,1,3,0.2,0.17416837278794525,0.16666666666666669,0.06004258295097318,0.01,0.00599373273856613,0.0
363,177,21,4,1,0,1,0,2,3,3,2,3,0.2152931193872277,0.2,0.16666666666666669,0.1576499433089107,0.07038281637387503,0.0035744868129655885,0.0
364,177,22,4,1,0,0,1,2,2,1,3,3,0.2122931193872277,0.2,0.16879470532683757,0.16666666666666669,0.04036700858899041,0.001987442588752571,0.0
365,177,23,5,1,0,0,2,2,2,1,3,2,0.2092931193872277,0.2,0.16666666666666669,0.16644743332511036,0.02315189227108661,0.0010167927049725659,0.0
366,177,24,5,1,0,0,2,2,2,1,4,2,0.2062931193872277,0.2,0.16666666666666669,0.16532610895131028,0.013278420533697656,4.7054060232320746E-4,0.0
367,177,25,4,2,0,1,1,1,2,2,3,1,0.2032931193872277,0.19071467270404827,0.16666666666666669,0.007615638920794284,1.9247293783433705E-4,0.0,0.0
368,177,26,2,1,0,1,0,0,1,3,2,1,0.25234768672813246,0.1992180208790968,0.16666666666666669,0.004006968418175912,7.730857946203876E-5,0.0,0.0
369,177,27,3,0,1,1,0,0,2,3,1,0,0.2485680109085113,0.20161826443741965,0.16666666666666669,0.0021082664332232556,2.6426037969941638E-5,0.0,0.0
370,177,28,4,1,1,2,0,1,2,4,1,1,0.24478833508889014,0.2,0.1861842844327754,0.16666666666666669,0.0011092643838404156,7.293797006294105E-6,0.0
371,177,29,4,1,2,2,0,1,2,3,1,1,0.2,0.19129311938722768,0.18478074486237506,0.16666666666666669,6.362019483859126E-4,2.130493879098612E-6,0.0
372,177,30,4,1,3,2,1,1,3,2,2,1,0.27,0.2,0.18829311938722768,0.16666666666666669,0.1604273474835005,3.6488408446751436E-4,4.714918162744262E-7
373,177,31,3,1,3,2,1,1,2,3,1,1,0.27,0.16666666666666669,0.16566631562260653,0.01,2.248348224933197E-4,1.6859497607729615E-7,0.0
374,177,32,4,1,2,2,1,1,1,4,1,2,0.27,0.16666666666666669,0.13535373832920633,0.01,1.289506399187061E-4,3.862397654537419E-8,0.0
375,177,33,4,0,3,2,1,0,1,3,1,1,0.21573223299933947,0.16666666666666669,0.13701345661385175,0.01,7.395770526577509E-5,1.0413003905957497E-7,0.0
376,177,34,4,1,3,3,1,1,1,4,1,2,0.2,0.16666666666666669,0.15975892959641236,0.01,4.2417332489606306E-5,2.465823795946709E-8,0.0
377,177,35,5,1,4,3,1,1,2,4,1,2,0.16666666666666669,0.10803486018513758,0.01,2.432782478942635E-5,3.957217770470278E-9,0.0,0.0
378,177,36,5,1,4,3,1,1,2,3,2,2,0.14347832562351331,0.13888888888888892,0.01,1.280008501295667E-5,5.935376219906314E-10,0.0,0.0
379,177,37,5,1,4,4,1,2,2,3,2,2,0.15985405899297486,0.13888888888888892,0.01,6.734764729567151E-6,1.1485027301785708E-9,0.0,0.0
380,177,38,4,2,3,4,1,3,2,3,2,2,0.19262563553269782,0.13888888888888892,0.01,3.543496462461756E-6,4.9E-324,0.0,0.0
381,177,39,4,1,2,3,1,2,2,2,1,2,0.16967109939987735,0.13888888888888892,0.01,1.8644106637242525E-6,1.0E-323,0.0,0.0
382,177,40,3,0,1,3,0,2,1,2,1,2,0.17771087382805548,0.13888888888888892,0.01,9.809596707185152E-7,1.5E-323,0.0,0.0
383,177,41,4,0,2,4,0,2,2,3,1,2,0.15178886927401963,0.13888888888888892,0.01,1.0453596731011858E-6,4.4E-323,0.0,0.0
384,177,42,5,1,3,4,0,2,2,3,1,2,0.2259517432646732,0.19298379295014886,0.13888888888888892,1.1139875356402786E-6,4.9E-324,0.0,0.0
385,177,43,4,0,3,3,0,1,3,4,2,3,0.21946776810741103,0.21367661325492082,0.13888888888888892,1.187120817355063E-6,1.0E-323,0.0,0.0
386,177,44,5,3,3,3,0,2,3,4,2,4,0.21646776810741103,0.2038660359295368,0.14086614199754,0.13888888888888892,1.2650552990144228E-6,1.5E-323,0.0
387,177,45,4,1,1,3,0,2,2,3,1,4,0.1855774994682194,0.1666666666666667,0.1387048733326711,0.01,1.4080508247385181E-6,4.9E-324,0.0
388,177,46,4,2,2,3,0,2,1,2,0,3,0.21346776810741103,0.17070623168251503,0.1666666666666667,1.5672098497128365E-6,1.0E-323,0.0,0.0
389,177,47,4,0,2,2,1,1,1,1,1,2,0.20208699989496304,0.2,0.17462483536820175,0.1666666666666667,1.6700971763464842E-6,1.5E-323,0.0
390,177,48,5,1,2,3,1,1,1,2,1,2,0.2,0.19908699989496303,0.1666666666666667,0.13420212797715225,0.13379981034803293,9.578591840358807E-7,4.9E-324
391,177,49,5,0,3,4,1,1,1,2,1,1,0.2,0.18454349994748154,0.1666666666666667,0.13330276907479383,0.13107812432651492,5.90215108808005E-7,1.0E-323
392,177,50,5,2,3,4,2,2,1,2,2,2,0.2,0.1772717499737408,0.1666666666666667,0.13558973608348607,3.636796310679797E-7,4.9E-324,0.0
393,177,51,4,0,1,3,2,2,0,1,2,3,0.17363587498687044,0.1666666666666667,0.14789912632150945,2.085829972045737E-7,1.0E-323,0.0,0.0
394,177,52,5,0,1,3,2,2,0,1,2,4,0.17063587498687044,0.1666666666666667,0.13944469857927713,1.0974594397918643E-7,1.5E-323,0.0,0.0
396,178,0,8,0,0,4,1,3,2,3,2,1,0.30000000000000004,0.2572472505044391,0.2,0.2,0.16470310940896582,0.1496925423311311,0.14452929291542504
397,178,1,8,0,0,4,1,3,2,3,3,1,0.43502332922881237,0.32576126272699757,0.2555548826267158,0.2,0.2,0.2,0.16470310940896582
398,178,2,8,0,0,4,1,4,2,3,3,1,0.4885,0.34475971292731267,0.2562790175801772,0.24,0.20994206759859674,0.2,0.16470310940896582
399,178,3,8,0,0,4,1,4,3,3,3,1,0.5225,0.4154317184826551,0.288,0.25603942271579316,0.2428001005984531,0.2,0.16470310940896582
400,178,4,8,8,1,4,1,4,4,3,3,1,0.6065,0.4420039283801728,0.288,0.28080074434311697,0.2558025264166389,0.2,0.197643731290759
401,178,5,3,1,2,1,0,1,3,1,1,0,0.4243551980104395,0.3063255320039063,0.288,0.01,0.0,0.0,0.0
402,178,6,3,1,3,1,0,1,3,1,0,0,0.32629024398523687,0.288,0.2870270234876602,0.01,0.0,0.0,0.0
403,178,7,3,1,3,1,1,1,3,1,0,0,0.29075837479299976,0.288,0.248268974543111,0.13047524755982406,0.01,0.0,0.0
404,178,8,3,0,3,1,1,1,2,2,0,0,0.288,0.25862957437837325,0.20752436670400198,0.18202281166730433,0.01,0.0,0.0
405,178,9,4,0,4,2,1,1,3,3,0,0,0.24686192874415724,0.24,0.22223338308543392,0.14717030999999997,0.13073336492643678,0.01,0.0
406,178,10,5,0,4,3,1,1,3,4,0,0,0.24,0.21958368561792785,0.2171429746234645,0.15554385550999994,0.09274482543796853,0.01,0.0
407,178,11,5,2,4,3,1,1,4,5,0,0,0.22291368705168368,0.20959262792231212,0.2,0.2,0.06310002503041942,0.01,0.0
408,178,12,4,2,4,3,1,1,3,4,0,0,0.22921295237057404,0.2000561633518469,0.2,0.04091392027691825,0.01,0.0,0.0
409,178,13,4,1,5,2,2,1,3,2,0,0,0.21004896871127166,0.2,0.2,0.10595099999999998,0.027103914656882326,0.01,0.0
410,178,14,5,1,4,2,2,1,2,2,0,0,0.21807324823421595,0.2,0.08817597099999995,0.07351713904894508,0.01766941781440913,0.01,0.0
411,178,15,4,2,3,1,2,1,2,2,1,1,0.2,0.19510411618435494,0.038681042710602444,0.010903890562807553,0.01,0.0,0.0
412,178,16,3,2,1,1,2,1,2,2,2,1,0.16666666666666669,0.14757197866120325,0.018315473723470255,0.01,0.009242634813637669,0.0,0.0
413,178,17,2,1,0,0,1,1,1,1,2,1,0.13888888888888892,0.13711966915867124,0.01,0.008672376808063164,0.0057390680645000094,0.0,0.0
414,178,18,2,0,0,0,2,2,0,0,2,1,0.16400400352942018,0.11574074074074077,0.01,0.004562971057562433,0.003346035201904738,0.0,0.0
415,178,19,3,0,0,0,3,2,0,0,3,1,0.16087192755720042,0.11574074074074077,0.06717030999999998,0.01,0.0024008072219364736,0.0018113105186765989,0.0
416,178,20,3,2,0,0,3,3,0,0,3,1,0.16163683402705614,0.11574074074074077,0.01,0.0013769469700333351,9.9897948642461E-4,0.0,0.0
417,178,21,2,0,0,1,1,3,0,0,1,0,0.1764421798510778,0.11574074074074077,0.03595099999999998,0.01,7.244806482830391E-4,5.453599637633276E-4,0.0
418,178,22,2,0,0,1,2,4,0,0,1,0,0.19119189826076055,0.11574074074074077,0.01,4.155150086130128E-4,3.03224399724266E-4,0.0,0.0
419,178,23,3,0,1,2,2,4,1,1,1,0,0.1865873996686689,0.11574074074074077,0.013499999999999956,0.01,2.1862322178173665E-4,1.6691226895677378E-4,0.0
420,178,24,4,0,1,2,3,5,1,1,2,1,0.16549715485402006,0.11574074074074077,0.01,2.4333529765583524E-4,9.354560274809888E-5,0.0,0.0
421,178,25,4,0,1,3,3,5,1,1,2,1,0.13995905834544772,0.11574074074074077,0.01,2.593102599469408E-4,5.1913443721131035E-5,0.0,0.0
422,178,26,4,2,2,4,3,5,2,2,2,1,0.2,0.13536268788380781,0.11574074074074077,0.01,2.763339785124575E-4,2.6499147920385276E-5,0.0
423,178,27,4,2,2,5,2,4,2,2,2,1,0.1336348789973512,0.11574074074074077,0.01,3.075693897736131E-4,1.3814736690416035E-5,0.0,0.0
424,178,28,3,1,1,3,2,4,1,1,3,2,0.2,0.1394594882227793,0.11574074074074077,0.01,3.277613202122508E-4,7.119344096540174E-6,0.0
425,178,29,3,1,0,3,1,5,0,1,2,3,0.17251632106722894,0.11574074074074077,0.01,3.6480982104244254E-4,3.7455887744940353E-6,0.0,0.0
426,178,30,4,1,0,3,1,4,1,1,3,3,0.23717247754891077,0.1758633159394033,0.11574074074074077,3.8875958579387887E-4,1.9484205748083038E-6,0.0,0.0
427,178,31,4,2,0,2,1,3,1,2,3,3,0.21651789674415706,0.1885767909054958,0.11574074074074077,0.11094886941295845,4.1428165260124704E-4,9.200633049035001E-7,0.0
428,178,32,5,2,0,0,2,1,1,1,3,2,0.21254734382482643,0.11574074074074077,0.1069898390209874,4.61109979203029E-4,4.452540360065042E-7,0.0,0.0
429,178,33,4,1,0,0,2,1,1,2,1,1,0.2,0.11574074074074077,0.10113609301881996,0.01,5.405200342714787E-4,6.779047421701489E-7,0.0
430,178,34,3,0,0,0,2,0,1,2,0,0,0.2,0.17901544460098506,0.11574074074074077,0.01,3.100071578558925E-4,1.244646437377205E-6,0.0
431,178,35,3,1,1,0,3,0,1,2,0,0,0.25623219521093876,0.11574074074074077,0.01,1.7779995528087927E-4,2.38925022426602E-6,0.0,0.0
432,178,36,2,1,1,1,3,1,0,2,0,1,0.24740278022995532,0.11574074074074077,0.01,9.35494464710346E-5,1.0297288952210463E-6,0.0,0.0
433,178,37,2,0,1,2,2,1,0,2,0,1,0.23946697580321574,0.11574074074074077,0.01,4.922104126073485E-5,3.852035875887363E-7,0.0,0.0
434,178,38,3,1,1,2,3,2,0,2,1,2,0.23229602431998891,0.11574074074074077,0.01,2.5897650859335634E-5,1.1998736598096582E-7,0.0,0.0
435,178,39,3,1,1,3,2,3,0,3,1,3,0.2257847468806204,0.11574074074074077,0.01,1.362604899963944E-5,2.1086101451024063E-7,0.0,0.0
436,178,40,2,1,1,2,2,3,0,3,2,3,0.14477604475014433,0.11574074074074077,0.01,7.16934568116029E-6,3.8652851517515733E-7,0.0,0.0
437,178,41,2,1,2,2,3,3,0,2,2,3,0.21440873342247163,0.11574074074074077,0.01,3.7721512301424857E-6,8.588177981715196E-7,0.0,0.0
438,178,42,3,2,2,1,3,2,0,2,2,2,0.2094112221999878,0.11574074074074077,0.08959010423954263,0.01,1.9847173697394683E-6,1.5049476976851147E-7,0.0
439,178,43,2,0,2,1,3,2,0,2,1,2,0.20480265600148095,0.16762676346373248,0.11574074074074077,0.01,1.1383048766535258E-6,2.9130207212327952E-8,0.0
440,178,44,2,1,2,1,3,2,0,3,1,3,0.17627589367638954,0.13044637503882972,0.11574074074074077,0.01,6.528576874314798E-7,3.2893600717493116E-9,0.0
441,178,45,2,1,1,1,2,2,1,4,2,4,0.1640600758844143,0.11574074074074077,0.01,3.744367337610137E-7,7.963913830991103E-11,0.0,0.0
442,178,46,2,1,1,0,3,2,1,3,3,4,0.15992129951182896,0.11574074074074077,0.01,1.9700988746835731E-7,9.567665640634778E-13,0.0,0.0
443,178,47,2,1,1,0,3,2,1,3,3,3,0.1502087707765992,0.11574074074074077,0.01,1.0365675229147619E-7,4.9E-324,0.0,0.0
444,178,48,2,0,1,1,3,3,0,3,2,3,0.1537312213823631,0.11574074074074077,0.01,5.453900021816019E-8,1.0E-323,0.0,0.0
445,178,49,3,0,1,1,3,3,0,4,2,4,0.2,0.14395532960409835,0.11574074074074077,0.01,2.8695694964784976E-8,1.5E-323,0.0
446,178,50,4,2,1,1,3,3,0,4,3,4,0.2,0.13578934162424092,0.11574074074074077,0.01,1.645798541162795E-8,4.9E-324,0.0
447,178,51,4,1,0,1,1,2,0,5,2,3,0.2,0.12311340066167567,0.11574074074074077,0.06817435936927807,0.01,9.439230663058035E-9,1.0E-323
448,178,52,4,1,0,1,2,2,0,4,3,3,0.2,0.13171674583739745,0.11574074074074077,0.06661574537375042,0.01,5.816279308809093E-9,6.4E-323
449,178,53,4,0,0,0,1,0,1,4,3,2,0.2,0.15314889357729802,0.13355422674169698,0.11574074074074077,0.01,3.58388370892095E-9,4.45E-322
450,178,54,4,1,1,0,2,0,2,4,4,2,0.20127843583656407,0.2,0.16171550174810456,0.11574074074074077,0.01,2.2083228395884742E-9,2.55E-321
452,180,0,8,0,1,0,2,1,2,3,3,4,0.30000000000000004,0.2572472505044391,0.2,0.2,0.19333899079228234,0.19095957852713005,0.16470310940896582
453,180,1,8,0,1,0,2,1,2,3,3,5,0.48016132018613406,0.32576126272699757,0.2546201437127714,0.2,0.2,0.2,0.19952681594365346
454,180,2,8,0,1,0,2,1,2,3,3,6,0.4885,0.3628327716028229,0.25570856713400203,0.25314028992084253,0.24,0.2,0.16470310940896582
455,180,3,8,1,1,0,3,1,2,3,3,6,0.5225,0.39977377255577995,0.288,0.2761507422746471,0.2567813614726049,0.2,0.16470310940896582
456,180,4,8,8,1,0,4,1,2,3,3,5,0.6065,0.45145819613082006,0.3012528447474125,0.288,0.2584906254819536,0.197643731290759,0.0
457,180,5,3,0,0,0,2,0,1,0,0,1,0.5715,0.45220104115048515,0.34559999999999996,0.25640041807213626,0.08163952092654876,0.01,0.0
458,180,6,3,2,1,1,3,1,1,0,0,1,0.4855,0.3871110721972906,0.34559999999999996,0.18604936195886754,0.03343220021463097,0.01,0.0
459,180,7,3,1,2,2,2,1,1,0,0,0,0.34559999999999996,0.298499138144981,0.26949999999999996,0.2,0.01917453695009837,0.01,0.0
460,180,8,2,0,2,2,1,1,2,0,0,0,0.288,0.23450000000000001,0.23040557806707354,0.2,0.010997268049674666,0.01,0.0
461,180,9,3,0,2,2,2,2,2,0,0,0,0.24,0.2185,0.2,0.16495919447948293,0.01,0.006307318130870159,0.0
462,180,10,3,1,2,2,2,3,2,0,0,1,0.2025,0.2,0.2,0.19620499013928602,0.01,0.0038864527468567703,0.0
463,180,11,3,0,3,3,2,3,2,1,0,1,0.2,0.2,0.18212499999999998,0.11444368967298017,0.01,0.0023947602832373248,0.0
464,180,12,3,0,3,3,2,3,2,2,0,1,0.18941,0.16666666666666669,0.07152246528381276,0.01,0.0014756069834655995,0.0,0.0
465,180,13,3,2,4,4,2,3,2,2,0,1,0.16666666666666669,0.1320575,0.04637501239056351,0.01,8.463122512619425E-4,0.0,0.0
466,180,14,3,1,3,3,2,3,1,1,1,2,0.13888888888888892,0.07904312499999998,0.02843890268885505,0.01,4.853896970275181E-4,0.0,0.0
467,180,15,4,1,3,3,2,2,1,1,2,1,0.2,0.11574074074074077,0.1,0.016339895543790877,0.01,2.783879798846775E-4,0.0
468,180,16,4,2,2,2,2,2,1,1,2,1,0.11574074074074077,0.10245772032102356,0.01,0.008998982290480222,1.715375230273104E-4,0.0,0.0
469,180,17,3,1,1,2,2,2,1,1,2,1,0.09645061728395064,0.08653822372969913,0.01,0.00455177985861665,9.838277326946846E-5,0.0,0.0
470,180,18,4,1,1,3,2,3,0,1,1,1,0.23717247754891077,0.0803755144032922,0.005788972820189536,5.642596386710458E-5,0.0,0.0,0.0
471,180,19,4,0,0,2,2,3,0,1,1,1,0.1687739959761015,0.0803755144032922,0.051855899999999996,0.006510145298810631,2.968852088867707E-5,0.0,0.0
472,180,20,5,0,1,3,2,3,1,2,1,1,0.13457475518969686,0.09702456495810574,0.0803755144032922,0.006510145298810631,1.70274058278874E-5,0.0,0.0
473,180,21,5,2,1,4,2,4,1,3,1,2,0.14326370580856562,0.1257996600739013,0.0803755144032922,0.002656207083945393,9.765813201497398E-6,0.0,0.0
474,180,22,4,2,1,3,1,3,1,3,1,3,0.13353426576335314,0.10906881151843213,0.0803755144032922,0.0012410048471604759,1.0869691896728656E-5,0.0,0.0
475,180,23,3,1,1,2,1,2,0,2,1,3,0.17265270836703756,0.0803755144032922,0.01,5.136895219377423E-4,1.209834752027538E-5,0.0,0.0
476,180,24,2,0,1,2,0,1,1,2,1,2,0.20379705875317594,0.0803755144032922,0.01,1.8252587755458564E-4,1.2836770161175386E-5,0.0,0.0
477,180,25,2,1,1,2,1,2,1,2,1,2,0.20172419110742418,0.0803755144032922,0.01,5.3088687489046585E-5,1.2952750379581604E-5,0.0,0.0
478,180,26,2,1,1,1,2,2,1,1,2,2,0.19090396534146523,0.0803755144032922,0.01,1.1676391942766126E-5,7.428855688953334E-6,0.0,0.0
479,180,27,2,1,1,1,3,3,0,1,2,3,0.18590832320732953,0.0803755144032922,0.01,4.26070874756385E-6,1.6572929857126864E-6,0.0,0.0
480,180,28,2,0,1,1,3,2,0,1,3,3,0.19582410054749738,0.0803755144032922,0.01,2.241771907530719E-6,1.907889740804035E-7,0.0,0.0
481,180,29,2,0,1,1,4,3,0,1,3,3,0.1957646222929798,0.0803755144032922,0.01,1.1795082891472876E-6,5.081269948547795E-9,0.0,0.0
482,180,30,2,1,1,1,4,4,0,1,3,3,0.1933081135948577,0.0803755144032922,0.01,6.205982863348452E-7,4.9E-324,0.0,0.0
483,180,31,2,2,1,1,3,4,1,1,3,3,0.18614957387843642,0.0803755144032922,0.01,3.265277883550787E-7,1.0E-323,0.0,0.0
484,180,32,1,1,1,1,2,3,1,1,2,2,0.20012835683544827,0.0803755144032922,0.01,1.7180259584302464E-7,1.5E-323,0.0,0.0
485,180,33,2,1,0,0,2,3,1,1,3,2,0.2,0.1735482368580721,0.0803755144032922,0.01,9.03939358028074E-8,4.9E-324,0.0
486,180,34,3,1,0,0,1,2,1,1,4,3,0.2,0.1611755528732434,0.0803755144032922,0.01,1.0061161433627774E-7,1.0E-323,0.0
487,180,35,4,2,0,0,2,1,1,1,5,3,0.27,0.15057900738003266,0.0803755144032922,0.01,1.1198424816277889E-7,4.9E-324,0.0
488,180,36,3,0,0,0,1,0,1,2,3,2,0.27,0.13898803566736517,0.0803755144032922,0.01,1.246423876538586E-7,1.0E-323,0.0
489,180,37,4,0,1,0,2,0,1,2,3,2,0.18700615946629529,0.12993373035849115,0.12084406468883706,0.0803755144032922,1.3873133994231252E-7,4.9E-324,0.0
490,180,38,4,0,1,0,2,0,2,3,3,2,0.18149860455970973,0.13301542733076502,0.12084406468883706,0.0803755144032922,1.5441283695269182E-7,1.0E-323,0.0
491,180,39,4,1,1,0,2,0,3,4,4,3,0.14621007377530906,0.14501287762660448,0.09992948753290949,0.0803755144032922,1.7186689197763933E-7,4.9E-324,0.0
492,180,40,5,1,1,0,1,0,3,5,3,3,0.14029808004311542,0.12747470820311152,0.09696102620593816,0.0803755144032922,1.912938661123318E-7,1.0E-323,0.0
493,180,41,5,2,1,0,2,1,2,5,2,3,0.17139873413302695,0.15594701282940346,0.11736981589422793,0.0803755144032922,2.1291676826833922E-7,9.4E-323,0.0
494,180,42,5,0,0,0,1,1,3,5,2,2,0.2,0.16745485028462012,0.16414803291264715,0.0803755144032922,0.01,2.3698381516955095E-7,5.34E-322
495,180,43,5,2,0,1,1,1,3,6,2,2,0.20670139036253385,0.2,0.08937353786480426,0.0803755144032922,0.01,3.012655920899563E-7,4.94E-321
496,180,44,5,2,1,2,0,0,2,5,0,0,0.20646712344267734,0.16330273766999193,0.0803755144032922,0.01,3.481670713649088E-7,4.977E-320,0.0
497,180,45,3,1,1,2,1,0,1,3,0,0,0.20174356816616226,0.15989253342971532,0.0803755144032922,0.01,3.875221362766413E-7,4.9E-324,0.0
498,180,46,2,0,2,3,1,0,2,3,0,0,0.1565998145155735,0.0803755144032922,0.01,4.3132570095067146E-7,1.0E-323,0.0,0.0
499,180,47,2,1,2,3,1,0,2,3,1,0,0.0803755144032922,0.07417739045196073,0.01,4.5964223321808304E-7,1.5E-323,0.0,0.0
500,180,48,2,0,2,3,2,0,1,2,2,0,0.1475380389048494,0.06697959533607684,0.01,4.898177458288502E-7,4.9E-324,0.0,0.0
501,180,49,2,0,2,3,2,0,1,2,3,1,0.13,0.06697959533607684,0.01,5.219742808425142E-7,4.9E-324,0.0,0.0
502,180,52,3,1,2,2,3,0,1,1,4,1,0.13,0.08416375310557034,0.06697959533607684,0.01,5.562418923798252E-7,1.0E-323,0.0
503,180,53,3,1,2,1,4,1,1,0,4,1,0.1657899683606381,0.15000000000000002,0.06697959533607684,0.01,3.19024193746063E-7,4.9E-324,0.0
505,181,0,8,0,4,0,3,1,1,2,1,4,0.30000000000000004,0.2572472505044391,0.2,0.2,0.18494607155480347,0.17477982321449687,0.16470310940896582
506,182,0,8,0,2,3,2,1,2,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,182,1,8,0,3,4,2,1,2,2,3,1,0.4074856012165721,0.30000000000000004,0.2060845118133246,0.2,0.2,0.2,0.16470310940896582
